first Name,last Name,age,english,overseas_employment,australia_employment,qualifications,australia_study,specialist_qualification,credentialled,study_regional,partner,professional_year,visa
Asia,Phyllis,0,3,2,1,2,0,0,0,0,0,1,0
Heida,Lauraine,0,0,2,2,2,1,1,1,0,0,0,2
Carree,Tamar,0,1,0,3,2,0,0,0,0,2,1,2
Sabina,Kare,1,3,0,3,4,0,0,0,0,1,0,2
Jeanna,Reinke,3,1,2,2,4,0,1,1,1,2,1,0
Queenie,Meter,4,2,1,1,3,0,1,0,0,0,0,2
Michaelina,Loring,3,0,2,4,1,1,1,1,1,1,0,0
Jacquetta,Margarete,4,1,1,3,3,0,0,1,0,0,0,3
Annabela,Selway,2,1,1,3,2,1,1,0,1,1,1,1
Orsola,Arquit,1,1,0,4,2,1,1,0,1,1,0,1
Selma,Hutchison,0,2,1,2,4,0,1,1,0,3,0,1
Madalyn,Louanna,4,0,2,3,0,1,1,0,1,1,1,1
Mara,Krystle,4,1,1,0,0,1,1,1,1,3,1,2
Yetty,Lorain,3,3,0,4,1,0,1,0,1,1,1,3
Vere,Gert,4,0,3,2,1,0,0,0,0,1,0,1
Talya,Terencio,2,1,3,4,2,1,0,1,0,1,0,0
Jaime,Gilmour,4,3,3,4,4,1,0,0,0,1,0,2
Phedra,Moina,2,0,1,0,1,0,1,1,1,0,0,2
Mahalia,Joli,3,3,3,3,0,0,0,1,1,3,0,3
Nelle,Drisko,0,1,3,1,1,1,0,1,1,1,1,1
Janenna,Byrne,4,0,2,2,3,1,0,1,0,0,0,2
Merry,Zitvaa,2,0,3,4,2,0,1,0,1,1,0,1
Pierette,Richers,1,2,0,4,1,1,0,1,0,3,0,0
Halette,Kenney,4,2,1,1,3,0,1,1,1,3,0,0
Joeann,Wooster,4,2,2,2,1,1,0,1,0,3,0,2
Lindie,Elsinore,0,2,0,2,0,1,1,0,1,1,0,1
Hyacinthe,Cornelia,3,2,2,0,0,1,0,0,1,0,0,0
Priscilla,Gregrory,2,3,3,3,3,1,1,1,1,2,0,2
Elbertina,Montgomery,4,0,1,0,0,1,1,1,1,3,1,1
Loree,Randene,3,2,3,4,0,1,1,1,0,1,1,0
Alejandra,Wildermuth,3,3,1,0,2,1,1,1,1,1,0,1
Adore,Dichy,4,3,2,3,4,1,1,1,1,0,0,1
Jerry,Aprile,0,3,2,3,0,0,1,0,0,0,1,3
Chastity,Dielu,3,1,1,4,3,1,1,1,1,0,0,3
Norine,Flita,2,2,3,1,4,1,1,0,0,1,0,2
Daphne,Rad,1,3,0,3,4,0,1,1,1,2,0,1
Jaclyn,Stanwood,0,2,2,2,3,1,1,1,1,2,1,2
Dotty,Elsinore,0,1,0,0,4,0,0,0,1,2,0,1
Liana,Candy,0,1,1,1,1,0,0,1,1,3,0,3
Sybille,Rustice,1,0,3,3,4,1,0,0,0,1,0,3
Annora,Sperling,1,2,0,3,4,0,0,1,1,0,0,3
Tabbatha,Mike,3,0,1,0,3,1,0,0,1,3,1,0
Lory,Hurley,2,0,0,4,0,0,1,1,1,1,0,0
Eadie,Loring,3,3,3,2,4,1,1,1,0,2,1,1
Belva,Amand,3,3,2,0,1,0,0,1,0,0,1,1
Tina,Norvol,1,1,0,1,0,0,1,0,0,0,1,3
Allyce,Kaete,1,3,1,3,1,0,0,0,1,0,1,3
Ileana,Hertzfeld,3,3,0,1,0,1,1,1,0,0,0,2
Lorie,Colyer,0,0,3,4,2,0,0,0,0,1,1,2
Adriana,Francene,0,2,0,2,3,0,0,1,0,2,0,3
Bernie,Deny,3,2,3,2,3,0,0,0,1,0,1,3
Mahalia,Zola,0,0,2,2,1,0,1,1,0,0,1,1
Carolina,Johanna,3,2,1,0,3,0,1,1,1,3,1,1
Ketti,Yerkovich,0,3,2,1,4,1,0,0,1,0,0,2
Elena,Adrienne,0,3,0,3,3,1,1,0,1,3,0,0
Kenna,Rosemary,0,1,2,0,3,1,1,0,0,2,0,3
Cacilie,Dosia,4,3,0,3,2,1,0,1,1,2,1,0
Chrystel,Abernon,1,2,3,4,2,1,1,1,1,0,1,1
Oralee,Dowski,3,1,3,3,3,1,0,1,1,2,0,3
Maye,Maisey,4,1,1,4,1,0,1,0,1,2,1,2
Mellicent,Emanuel,1,2,0,2,2,0,0,0,0,0,1,1
Keelia,Gunn,2,2,0,1,3,1,1,0,1,0,1,3
Blondelle,Tybald,4,3,0,2,3,1,1,1,0,2,0,0
Dominga,Quent,4,3,1,3,3,0,0,1,0,1,0,1
Marline,Naor,2,3,0,2,4,0,0,1,0,1,0,2
Jenda,Eckblad,2,3,0,1,2,0,0,1,0,1,1,1
Brianna,Montgomery,0,2,2,4,0,1,1,1,1,0,0,0
Alameda,Autrey,4,2,3,1,3,0,1,0,0,0,0,3
Evaleen,Eldrid,4,0,3,3,0,1,0,0,0,1,1,1
Gale,Phyllis,2,2,2,4,1,0,1,0,0,1,0,2
Donetta,Wolfgram,2,2,0,3,1,1,1,0,0,1,1,0
Stacey,Emmy,0,0,0,3,3,1,1,0,0,2,0,0
Oona,Mike,2,1,2,0,4,1,0,0,1,0,1,2
Kore,Callista,2,0,3,2,4,0,0,0,1,1,1,2
Marita,Yusuk,4,3,2,3,2,1,1,1,1,2,0,2
Angelique,Swigart,1,2,3,0,4,0,0,0,0,1,0,0
Ayn,Suanne,1,2,1,1,4,0,1,1,0,0,1,3
Wendi,Blase,2,3,0,3,0,0,0,1,0,1,0,1
Rebeca,Talia,1,0,0,3,1,1,1,1,1,1,1,2
Christy,Diann,1,3,1,1,0,0,0,1,1,0,0,3
Dacia,Georas,1,1,1,0,0,1,0,0,0,1,0,0
Aigneis,Slifka,3,0,0,0,3,1,0,1,0,2,0,0
Esmeralda,Haldas,4,2,0,2,0,0,0,0,0,3,1,0
Wynne,Genna,0,0,2,0,3,0,0,0,0,2,0,2
Alejandra,Glenden,4,1,3,3,1,0,0,1,1,2,1,3
Nyssa,Amasa,2,0,2,3,3,1,0,0,1,0,0,0
Brana,Yam,2,0,0,2,1,1,0,0,0,2,1,3
Olwen,Crudden,2,2,2,4,0,1,1,0,1,1,1,0
Elmira,Paton,4,0,0,1,1,0,1,1,0,0,1,1
Althea,Garlinda,3,3,2,4,4,1,0,1,0,1,1,3
Leeanne,Faria,1,2,2,2,3,1,1,0,0,0,0,0
Sandie,Gombach,3,0,1,2,2,0,0,1,1,2,1,2
Isa,Emmaline,2,3,2,0,0,0,1,1,1,3,1,0
Binny,Goddard,4,2,3,0,3,0,0,1,0,0,1,0
Janeczka,Jefferey,3,0,3,3,0,1,1,0,0,3,0,3
Violet,Jotham,1,0,2,1,4,0,0,1,0,2,1,1
Violet,Paine,1,1,2,1,0,0,1,1,1,0,0,1
Emilia,Chapland,2,1,3,4,3,1,1,1,0,0,0,0
Kamilah,Monk,2,1,3,3,0,0,0,1,0,1,1,3
Jolyn,Hanshaw,2,1,3,3,1,1,1,0,1,0,0,2
Valera,Bultman,3,1,0,4,3,1,1,1,0,3,0,2
Lesly,Olnee,1,0,2,3,2,1,1,1,1,1,0,3
Kate,Dawkins,3,1,0,1,2,1,0,1,1,3,0,3
Jinny,Kussell,2,2,3,0,0,0,1,0,0,1,0,1
Nessie,Gaynor,1,1,1,3,0,1,0,0,1,3,0,1
Hope,Monaco,0,1,1,1,0,1,0,1,1,3,1,0
Laure,Ahab,1,1,0,1,2,1,1,0,1,0,0,2
Kassey,Olin,0,1,1,2,0,0,0,0,0,0,1,1
Wanda,Raffo,1,2,1,0,0,0,0,0,0,1,0,0
Susan,Moseley,1,1,0,1,0,1,1,0,0,1,0,1
Romona,Kinnard,4,1,3,3,0,1,1,1,0,2,1,1
Alejandra,Henebry,4,2,1,0,2,0,0,1,0,1,0,3
Paule,Isidore,2,1,2,2,1,1,0,1,1,2,0,2
Hyacinthe,Burnside,1,1,0,3,1,0,0,1,0,2,1,1
Diena,Ax,1,0,1,2,0,1,1,1,1,1,0,1
Joleen,Roarke,2,1,1,3,0,0,1,0,0,3,1,0
Ursulina,Selway,3,0,0,1,1,0,0,1,0,0,0,3
Petronia,Firmin,3,0,3,4,3,1,0,0,0,2,0,3
Gale,Laverne,4,1,2,0,1,0,0,0,0,2,1,0
Randa,McGrody,0,2,0,2,2,0,0,1,1,3,1,1
Dorene,Bultman,3,0,0,1,4,1,1,1,0,3,1,3
Evaleen,Bari,0,0,2,3,1,1,1,0,0,1,1,0
Dennie,Doig,3,3,1,3,2,0,1,1,1,3,0,2
Marleah,Rocray,2,3,3,0,3,0,0,1,0,0,1,0
Candy,Riordan,4,3,0,4,4,0,0,1,0,1,0,2
Mildrid,Colleen,4,0,1,4,4,0,1,0,0,2,1,2
Katleen,Poll,4,1,1,3,3,0,0,0,1,0,1,3
Violet,Randene,1,2,1,3,3,0,1,0,1,1,1,3
Sybille,Ellord,4,3,1,2,2,1,1,1,1,2,0,1
Shandie,Muriel,0,2,0,0,4,0,0,0,1,2,0,1
Loree,Jena,2,2,1,3,1,1,0,1,0,3,1,0
Amara,Lareena,3,0,2,3,2,1,0,1,1,0,1,1
Lindie,Killigrew,2,3,0,4,2,0,0,1,0,3,0,0
Fredericka,Chobot,3,3,3,0,1,0,1,1,1,3,0,0
Chastity,Selway,0,2,1,0,4,1,0,1,0,0,0,1
Tina,Ralfston,4,3,3,0,0,0,1,1,0,3,0,2
Krystle,Edison,2,1,2,3,3,1,1,1,0,3,1,1
